0x1CE8F54F,0,0x1CE8F54F,,0,0.0000,0.0000,0.0000,0,0
0x1CE8F54F,1,0x765CD254,0x1CE8F54F,1,0.0000,0.0000,0.0000,0,0
0x1CE8F54F,2,0x75F1F74D,0x765CD254,2,0.0000,0.0000,0.0000,0,1
0x1CE8F54F,3,0x243A5276,0x75F1F74D,3,0.0000,0.0000,0.0000,1,1
0x1CE8F54F,4,0x063C61D3,0x75F1F74D,3,2.4894,2.0971,-1.1399,1,1
0x1CE8F54F,5,0x2C3EDC3C,0x75F1F74D,3,0.0000,1.1689,4.2098,0,1
0x1CE8F54F,6,0x766F93C4,0x75F1F74D,3,0.0000,4.3810,-0.0011,1,0
0x1CE8F54F,7,0x255EAB53,0x765CD254,2,0.0000,0.0000,0.0000,0,1
0x1CE8F54F,8,0xBF0AC6C0,0x255EAB53,3,0.0000,0.0000,6.8426,0,0
0x1CE8F54F,9,0x78393CDD,0xBF0AC6C0,4,0.0000,0.0000,6.8426,1,0
0x1CE8F54F,10,0x4B5639EC,0x255EAB53,3,0.0000,0.9457,-1.1415,0,0
0x1CE8F54F,11,0xA40ACADC,0x255EAB53,3,0.0000,1.5818,-1.1357,0,0
0x1CE8F54F,12,0x7E085073,0x255EAB53,3,0.0000,1.6815,-1.1357,0,0
0x1CE8F54F,13,0x8F724568,0x255EAB53,3,-0.5415,0.5548,4.9772,0,0
0x1CE8F54F,14,0x580D3A4D,0x8F724568,4,-0.5415,0.3438,4.9772,1,0
0x1CE8F54F,15,0x63B434F7,0x255EAB53,3,0.0000,0.9244,5.8637,0,0
0x1CE8F54F,16,0x76EAB0EA,0x63B434F7,4,0.0000,0.8240,5.8646,0,0
0x1CE8F54F,17,0x81C5C8E5,0x255EAB53,3,-0.8480,1.1837,1.5649,1,0
0x1CE8F54F,18,0x8AC4D031,0x255EAB53,3,-0.9095,2.3874,1.5649,1,0
0x1CE8F54F,19,0xCE4AF7F7,0x255EAB53,3,0.9096,2.3874,1.5649,1,0
0x1CE8F54F,20,0x6E17A0BF,0x255EAB53,3,0.9341,1.1837,1.5649,1,0
0x1CE8F54F,21,0x7B07CC29,0x255EAB53,3,-0.6329,2.0125,3.1695,1,0
0x1CE8F54F,22,0x7C818ED2,0x255EAB53,3,0.0000,0.7465,3.8775,1,0
0x1CE8F54F,23,0x63484DB7,0x255EAB53,3,-0.1255,2.0923,5.3427,1,0
0x1CE8F54F,24,0xA2B537F4,0x255EAB53,3,0.0000,0.8885,3.6001,1,0
0x1CE8F54F,25,0x87D972A4,0x255EAB53,3,0.0000,0.0000,0.0000,0,0
0x1CE8F54F,26,0xA50403DD,0x87D972A4,4,0.0000,0.0000,0.0000,0,1
0x1CE8F54F,27,0x238B2B6C,0xA50403DD,5,-1.2173,3.1678,0.5208,1,1
0x1CE8F54F,28,0x1D8D6091,0xA50403DD,5,-0.6037,2.9403,2.3526,1,1
0x1CE8F54F,29,0xB366B8C7,0x255EAB53,3,0.0000,4.3810,-0.0011,0,0
0x1CE8F54F,30,0xA998B636,0xB366B8C7,4,0.0000,4.3810,-0.0011,0,0
0x1CE8F54F,31,0x8F96690F,0xA998B636,5,0.0000,4.3810,-0.0011,0,1
0x1CE8F54F,32,0x7AE04F5B,0x8F96690F,6,5.6993,4.6327,1.7254,1,1
0x1CE8F54F,33,0x78ED1828,0x8F96690F,6,0.1677,4.3810,6.4670,1,1
0x1CE8F54F,34,0x62EF341D,0x8F96690F,6,-6.0997,4.3810,2.0999,1,1
0x1CE8F54F,35,0xE0E7ABB2,0x8F96690F,6,-3.4340,4.3810,-4.6256,1,1
0x1CE8F54F,36,0x02EA1FCF,0x8F96690F,6,3.3836,4.6334,-4.7276,1,1
0x1CE8F54F,37,0xD06B9499,0xA998B636,5,0.0000,4.3810,-0.0011,0,1
0x1CE8F54F,38,0x4CC628FA,0xD06B9499,6,0.0000,4.3810,-0.0011,1,0
0x1CE8F54F,39,0x2C9F4CEC,0xD06B9499,6,0.0000,4.3810,-0.0011,1,0
0x1CE8F54F,40,0x1D4F731C,0x255EAB53,3,0.6507,4.7688,-11.2306,0,0
0x1CE8F54F,41,0x8EC23BD5,0x1D4F731C,4,0.6507,4.7688,-11.2306,0,1
0x1CE8F54F,42,0xAE7F16A4,0x8EC23BD5,5,0.6507,4.7688,-11.2306,1,1
0x1CE8F54F,43,0x17664A2B,0x1D4F731C,4,0.6507,4.7688,-11.2306,0,1
0x1CE8F54F,44,0x59748439,0x17664A2B,5,0.6507,4.7688,-11.2306,0,0
0x1CE8F54F,45,0x05F65F7E,0x59748439,6,0.6507,4.7688,-11.2306,1,0
0x1CE8F54F,46,0xC0657B1C,0x59748439,6,0.6507,4.7688,-11.2306,1,0
0x1CE8F54F,47,0x4C3872C2,0x255EAB53,3,-0.2071,0.8590,-1.7312,0,0
0x1CE8F54F,48,0x35EFDCBD,0x4C3872C2,4,-0.2071,0.8590,-1.7312,1,0
0x1CE8F54F,49,0xCE3FFB2D,0x255EAB53,3,-0.8415,1.2699,-0.9251,1,0
0x1CE8F54F,50,0xD3FC5A22,0x255EAB53,3,-0.1890,1.5167,-1.2749,1,0
0x1CE8F54F,51,0x6F4B8E5B,0x255EAB53,3,-0.6800,1.1305,-0.8341,0,0
0x1CE8F54F,52,0x06793B41,0x6F4B8E5B,4,-0.2077,1.2666,-0.6109,1,0
0x1CE8F54F,53,0xB63B3C88,0x255EAB53,3,0.2071,0.8590,-1.7312,0,0
0x1CE8F54F,54,0xFB45E9A3,0xB63B3C88,4,0.2071,0.8590,-1.7312,1,0
0x1CE8F54F,55,0xC0390DAF,0x255EAB53,3,0.9273,1.2699,-0.9251,1,0
0x1CE8F54F,56,0x53E38BBC,0x255EAB53,3,0.1890,1.5167,-1.2749,1,0
0x1CE8F54F,57,0xD795D3C5,0x255EAB53,3,0.6800,1.1305,-0.8341,0,0
0x1CE8F54F,58,0x6E91E3DF,0xD795D3C5,4,0.2077,1.2666,-0.6109,1,0
0x1CE8F54F,59,0x750A4CAD,0x75F1F74D,3,-0.4088,2.8972,2.6276,1,0
0x1CE8F54F,60,0xF302C442,0x75F1F74D,3,-0.0912,2.2804,-3.9440,1,0
0x1CE8F54F,61,0xC99DC09D,0x75F1F74D,3,0.0000,1.6267,0.7520,1,0
0x1CE8F54F,62,0x61CC5241,0x2C3EDC3C,4,0.0000,1.2905,3.4418,1,0
0x1CE8F54F,63,0xC45E0BFF,0x255EAB53,3,0.0000,4.8593,-0.0020,1,0
0x1CE8F54F,64,0x59EC0B52,0x255EAB53,3,-1.2287,3.3693,0.1199,1,0
0x1CE8F54F,65,0xDBF393BD,0x255EAB53,3,1.2187,3.3209,0.1522,1,0
0x1CE8F54F,66,0x892CF579,0x255EAB53,3,-0.7350,1.0010,4.3783,1,0
0x1CE8F54F,67,0xF59893A5,0x4B5639EC,4,3.4815,0.9457,-1.1415,0,1
0x1CE8F54F,68,0x65C7A007,0xF59893A5,5,-3.8608,1.1054,-1.9935,1,0
0x1CE8F54F,69,0xC3AC5D84,0xF59893A5,5,-3.7481,0.6375,-1.9935,1,0
0x1CE8F54F,70,0xDDAEC509,0xF59893A5,5,3.0683,1.1054,-1.9935,1,0
0x1CE8F54F,71,0x3BA70A3E,0xF59893A5,5,3.1811,0.6375,-1.9935,1,0
0x1CE8F54F,72,0x5DA97E5B,0xF59893A5,5,-3.1473,0.6375,-1.9935,1,0
0x1CE8F54F,73,0x5BB64728,0xF59893A5,5,-3.0423,1.1054,-1.9935,1,0
0x1CE8F54F,74,0x45B8631D,0xF59893A5,5,3.7819,0.6375,-1.9935,1,0
0x1CE8F54F,75,0xC3B0DAB2,0xF59893A5,5,3.8869,1.1054,-1.9935,1,0
0x1CE8F54F,76,0xAFD6E661,0xF59893A5,5,-3.8608,1.1054,-1.0883,0,0
0x1CE8F54F,77,0x9A96321B,0xAFD6E661,6,-3.8608,1.1054,-1.0883,0,1
0x1CE8F54F,78,0x882BF191,0x9A96321B,7,-3.8608,1.1054,-1.0883,0,0
0x1CE8F54F,79,0xC9591E60,0x882BF191,8,-3.8608,1.1054,-1.0883,1,0
0x1CE8F54F,80,0xC2C743B4,0x882BF191,8,-3.8608,1.1054,-1.0883,1,0
0x1CE8F54F,81,0x95C57452,0xF59893A5,5,-3.7481,0.6375,-1.0883,0,0
0x1CE8F54F,82,0x523932F2,0x95C57452,6,-3.7481,0.6375,-1.0883,0,1
0x1CE8F54F,83,0x882BF191,0x523932F2,7,-3.7481,0.6375,-1.0883,0,0
0x1CE8F54F,84,0xEB39003B,0x882BF191,8,-3.7481,0.6375,-1.0883,1,0
0x1CE8F54F,85,0x9CC94679,0x882BF191,8,-3.7481,0.6375,-1.0883,1,0
0x1CE8F54F,86,0xB7C7E86F,0xF59893A5,5,3.0683,1.1054,-1.0883,0,0
0x1CE8F54F,87,0x2C8F1D65,0xB7C7E86F,6,3.0683,1.1054,-1.0883,0,1
0x1CE8F54F,88,0x882BF191,0x2C8F1D65,7,3.0683,1.1054,-1.0883,0,0
0x1CE8F54F,89,0xC9368C1E,0x882BF191,8,3.0683,1.1054,-1.0883,1,0
0x1CE8F54F,90,0x3AC1F06E,0x882BF191,8,3.0683,1.1054,-1.0883,1,0
